n_sample,n_network,n_rdds,n_variables,n_coupling_signals,n_rdda_attractors,t_find_attractors_method,n_pair_attractors,t_comp_paris_method,n_attractor_fields,t_optimized_method
71,1,5,5,2,39,1.1068284511566162,257,0.07085394859313965,6,0.060324668884277344
71,2,5,5,3,66,2.031238555908203,1272,0.30106234550476074,3,2.2949538230895996
71,3,5,5,4,164,4.400082349777222,10102,2.4400393962860107,14,4363.272241830826
72,1,5,5,2,38,1.1405291557312012,267,0.06899642944335938,4,0.22463512420654297
72,2,5,5,3,125,2.6611599922180176,3790,0.8884296417236328,20,138.69967579841614
72,3,5,5,4,298,6.2956414222717285,24702,7.144099235534668,57,36873.39096045494
73,1,5,5,2,31,1.0107991695404053,171,0.04948925971984863,5,0.02645087242126465
73,2,5,5,3,95,2.314732789993286,2347,0.527885913848877,22,24.612797260284424
73,3,5,5,4,164,4.58359432220459,10014,2.5004096031188965,29,5862.971112012863
74,1,5,5,2,47,1.1675009727478027,384,0.09908175468444824,34,0.5481765270233154
74,2,5,5,3,81,2.185551881790161,1879,0.4227011203765869,10,27.246835708618164
74,3,5,5,4,142,4.14002251625061,7633,1.7809631824493408,4,1661.1812372207642
75,1,5,5,2,44,1.1298518180847168,350,0.09593415260314941,18,0.4818296432495117
75,2,5,5,3,87,2.2246623039245605,2270,0.5043294429779053,10,38.90771794319153
75,3,5,5,4,157,4.546619415283203,8692,2.2204036712646484,6,2796.1060688495636
76,1,5,5,2,56,1.294945478439331,640,0.15033268928527832,84,0.5448250770568848
76,2,5,5,3,68,2.028449296951294,1165,0.2876698970794678,4,8.97376012802124
76,3,5,5,4,189,4.600812911987305,12884,3.2657840251922607,15,6989.87499666214
77,1,5,5,2,43,1.1091489791870117,390,0.09886646270751953,18,0.3240838050842285
77,2,5,5,3,82,2.0624167919158936,1722,0.3841993808746338,8,8.020041227340698
77,3,5,5,4,140,3.960771083831787,7436,1.777402400970459,8,1366.7358496189117
78,1,5,5,2,54,1.277359962463379,507,0.12552142143249512,38,0.59686279296875
78,2,5,5,3,75,2.0949313640594482,1506,0.36257386207580566,7,16.513086557388306
78,3,5,5,4,155,4.603999376296997,8061,2.078368663787842,5,1284.128731250763
79,1,5,5,2,41,1.0770306587219238,294,0.08031678199768066,6,0.09223031997680664
79,2,5,5,3,84,2.203359365463257,1808,0.43352293968200684,4,3.8129875659942627
79,3,5,5,4,164,4.182029485702515,10128,2.468824863433838,8,5366.64728975296
80,1,5,5,2,41,1.0459082126617432,285,0.0699317455291748,14,0.10945796966552734
80,2,5,5,3,84,2.0995492935180664,1925,0.42777585983276367,7,29.768030166625977
80,3,5,5,4,200,4.845765590667725,13394,3.765153408050537,14,4127.193621873856
81,1,5,5,2,49,1.1967785358428955,472,0.144087553024292,30,0.8798568248748779
81,2,5,5,3,103,2.472867727279663,2542,0.5722355842590332,24,89.45541667938232
81,3,5,5,4,167,4.5816051959991455,10352,2.5630855560302734,8,3740.9108793735504
82,1,5,5,2,53,1.191133737564087,396,0.11552834510803223,56,0.5137772560119629
82,2,5,5,3,91,2.2961552143096924,2293,0.5382611751556396,20,77.5688910484314
82,3,5,5,4,242,5.503610134124756,19972,5.05349063873291,54,27409.310500383377
83,1,5,5,2,80,1.6690425872802734,1202,0.2936995029449463,206,7.158859491348267
83,2,5,5,3,113,2.4758763313293457,3528,0.9241983890533447,42,108.34547066688538
83,3,5,5,4,138,3.417970657348633,7186,1.8160884380340576,8,1798.265677690506
84,1,5,5,2,53,1.1644229888916016,547,0.1431279182434082,64,1.0139009952545166
84,2,5,5,3,97,2.3828635215759277,2529,0.6423826217651367,8,32.63474702835083
84,3,5,5,4,126,3.6766366958618164,6132,1.5554909706115723,12,1066.740712404251
85,1,5,5,2,55,1.177222490310669,597,0.14720487594604492,88,2.0176596641540527
85,2,5,5,3,104,2.135272264480591,3156,0.845900297164917,18,83.28183388710022
85,3,5,5,4,147,4.2616493701934814,8002,2.0367484092712402,4,1321.0676519870758
86,1,5,5,2,41,1.1226434707641602,262,0.07892727851867676,5,0.10576868057250977
86,2,5,5,3,95,2.4159903526306152,2580,0.5610036849975586,12,66.32971596717834
86,3,5,5,4,158,4.170291900634766,8562,2.5876293182373047,5,1293.8730969429016
87,1,5,5,2,57,1.287588357925415,532,0.14405465126037598,28,0.6329305171966553
87,2,5,5,3,95,3.2585859298706055,2116,0.6034071445465088,7,46.54072976112366
87,3,5,5,4,244,5.399067401885986,20564,5.54030704498291,26,52420.874228954315
88,1,5,5,2,50,1.182966947555542,466,0.11985898017883301,50,0.6542038917541504
88,2,5,5,3,65,2.065775156021118,1156,0.2978551387786865,7,8.056028842926025
88,3,5,5,4,229,5.1687750816345215,17889,4.536757469177246,35,11806.006230831146
89,1,5,5,2,70,1.4760901927947998,930,0.19892263412475586,196,7.465182304382324
89,2,5,5,3,98,2.4789559841156006,2458,0.6155977249145508,27,67.29090142250061
89,3,5,5,4,164,4.563128709793091,10296,2.4725914001464844,26,6872.133353471756
90,1,5,5,2,49,1.2600042819976807,432,0.10445022583007812,34,0.5788893699645996
90,2,5,5,3,83,2.2033071517944336,1850,0.4326441287994385,16,22.96854329109192
90,3,5,5,4,182,4.799073934555054,12200,3.1063921451568604,24,4215.6412880420685
91,1,5,5,2,55,1.2956042289733887,616,0.1509723663330078,24,1.1135292053222656
91,2,5,5,3,93,2.397224187850952,2716,0.6136622428894043,24,41.38476324081421
91,3,5,5,4,156,4.315773248672485,9068,2.154869556427002,9,2782.3239393234253
92,1,5,5,2,47,1.215057134628296,355,0.10155534744262695,12,0.11620354652404785
92,2,5,5,3,95,2.288820266723633,2590,0.5957047939300537,23,45.57758378982544
92,3,5,5,4,123,4.002783298492432,5750,1.3930819034576416,3,668.571750164032
93,1,5,5,2,46,1.3169803619384766,319,0.0980522632598877,6,0.2862842082977295
93,2,5,5,3,143,3.120729684829712,5492,1.260923147201538,144,263.16930651664734
93,3,5,5,4,120,3.574143886566162,5612,1.2935664653778076,5,417.1838390827179
94,1,5,5,2,49,1.1654353141784668,454,0.11206650733947754,44,0.7881171703338623
94,2,5,5,3,113,2.7107207775115967,2270,0.5285284519195557,15,46.28930616378784
94,3,5,5,4,185,4.864450454711914,11922,3.000542640686035,14,2738.873541355133
