n_sample,n_network,n_rdds,n_rdda_attractors,t_find_attractors_method,n_pair_attractors,t_comp_paris_method,n_attractor_fields,t_optimized_method
29,6,8,70,1.4169611930847168,566,0.16309285163879395,116,1.3305447101593018
29,7,9,75,1.5383086204528809,572,0.16129660606384277,72,69.45534706115723
29,8,10,114,2.0591790676116943,1085,0.3192718029022217,1536,225.93197011947632
30,1,3,39,0.711245059967041,442,0.11050152778625488,21,0.11587047576904297
30,2,4,48,0.8788223266601562,384,0.10307025909423828,12,0.27524304389953613
30,3,5,39,0.8646323680877686,270,0.06924986839294434,12,0.2678959369659424
30,4,6,64,1.112062692642212,579,0.14620399475097656,64,2.9689276218414307
30,5,7,80,1.342499017715454,798,0.20648884773254395,866,10.038031101226807
30,6,8,82,1.5102729797363281,779,0.20249271392822266,0,0.012197017669677734
30,7,9,94,1.7168760299682617,954,0.23798704147338867,2584,172.6969072818756
30,8,10,74,1.6564404964447021,524,0.13469958305358887,0,0.0074634552001953125
31,1,3,35,0.5970742702484131,327,0.08936357498168945,5,0.0633537769317627
31,2,4,32,0.6603813171386719,204,0.060097694396972656,4,0.0281064510345459
31,3,5,41,0.8518619537353516,343,0.09136176109313965,18,0.300886869430542
31,4,6,52,1.0240705013275146,386,0.10043501853942871,20,0.21732473373413086
31,5,7,81,1.4315552711486816,740,0.22491002082824707,224,4.852987766265869
31,6,8,105,1.7120609283447266,1326,0.37222981452941895,0,0.02968621253967285
31,7,9,121,2.0007684230804443,1613,0.45116233825683594,12944,626.624217748642
31,8,10,95,1.885918378829956,721,0.18174409866333008,0,0.00887155532836914
32,1,3,23,0.5010638236999512,166,0.04483675956726074,6,0.02222418785095215
32,2,4,35,0.6821193695068359,255,0.06792688369750977,5,0.06220746040344238
32,3,5,65,1.1965577602386475,863,0.21345734596252441,62,3.047063112258911
32,4,6,45,1.0035555362701416,281,0.07921433448791504,14,0.6075797080993652
32,5,7,84,1.4773731231689453,965,0.2262592315673828,184,21.397254943847656
32,6,8,71,1.421600103378296,581,0.15501737594604492,80,2.455578565597534
32,7,9,84,1.6927037239074707,779,0.19882678985595703,1360,652.0672829151154
32,8,10,71,1.5637314319610596,508,0.12439203262329102,0,0.02007126808166504
33,1,3,23,0.4655282497406006,169,0.04636740684509277,5,0.019405126571655273
33,2,4,37,0.7083368301391602,364,0.08145833015441895,14,0.1477949619293213
33,3,5,38,0.6616315841674805,256,0.0632944107055664,15,0.12408566474914551
33,4,6,51,1.076319932937622,363,0.09433913230895996,10,0.33205580711364746
33,5,7,63,1.2089412212371826,454,0.1321408748626709,92,0.4421100616455078
33,6,8,89,1.5099122524261475,747,0.18178606033325195,196,9.427135705947876
33,7,9,106,1.8259773254394531,1043,0.28049755096435547,600,316.2824013233185
33,8,10,83,1.8118548393249512,652,0.1972651481628418,176,85.9748113155365
34,1,3,29,0.5507855415344238,252,0.05945229530334473,10,0.03613877296447754
34,2,4,44,0.7784757614135742,345,0.08751416206359863,20,0.1754136085510254
34,3,5,40,0.8363814353942871,261,0.0693507194519043,5,0.08692669868469238
34,4,6,51,0.9836583137512207,411,0.10241246223449707,22,1.1204400062561035
34,5,7,49,1.178640604019165,336,0.09096860885620117,19,0.934718132019043
34,6,8,78,1.4977340698242188,725,0.18967056274414062,96,135.7066731452942
34,7,9,87,1.631498098373413,701,0.18888235092163086,0,0.009552955627441406
34,8,10,83,1.7609672546386719,595,0.15507054328918457,0,0.19185900688171387
35,1,3,24,0.529043436050415,168,0.04859757423400879,6,0.01951313018798828
35,2,4,33,0.6634483337402344,270,0.06762361526489258,31,0.12314105033874512
35,3,5,31,0.8048758506774902,158,0.04666876792907715,7,0.036224365234375
35,4,6,39,0.9431540966033936,218,0.06485843658447266,8,0.30663514137268066
35,5,7,56,1.1812446117401123,479,0.11560392379760742,33,2.869861364364624
35,6,8,82,1.564030647277832,780,0.21957182884216309,156,367.1117422580719
35,7,9,80,1.5580353736877441,752,0.19365620613098145,40,35.31355166435242
35,8,10,86,1.767930030822754,686,0.17483258247375488,248,37.34845471382141
36,1,3,30,0.5817272663116455,222,0.06954383850097656,7,0.02714228630065918
36,2,4,28,0.6637494564056396,176,0.053205013275146484,9,0.04243350028991699
